time	group	Factor1	Factor2	Factor3
M0	S	0.693691313266754	-1.78578627109528	1.54005897045135
M0	S	1.23673808574677	1.88018500804901	-1.8224995136261
M2	S	0.996838450431824	1.48968112468719	-2.16645479202271
M4	S	1.23294901847839	1.03030335903168	-1.39685702323914
M6	S	1.11607718467712	1.1999853849411	-1.20971775054932
M0	S	-1.12340354919434	-0.835934519767761	0.0990899950265884
M2	S	-0.878158271312714	-1.18954133987427	-0.231802225112915
M4	S	-1.33549427986145	-1.18736624717712	-0.223978251218796
M6	S	-0.860829710960388	-0.910767197608948	0.184125781059265
M0	S	1.26338124275208	1.28055834770203	0.778168797492981
M2	S	0.324069648981094	1.17895090579987	0.459728121757507
M0	S	-0.974467635154724	-0.0530775524675846	0.599140703678131
M2	S	-0.697862803936005	-0.690134584903717	0.465173363685608
M4	S	-0.872536838054657	-0.611734509468079	-0.621012449264526
M6	S	-0.759144425392151	-1.24130797386169	-0.731326699256897
M0	S	1.57325327396393	-0.100000813603401	1.5313766002655
M2	S	1.6471893787384	-0.336121827363968	1.72512793540955
M4	S	1.17418575286865	0.237490490078926	1.45036602020264
M6	S	1.66401970386505	-0.139236733317375	1.66604149341583
M0	S	-0.689006865024567	-2.09371471405029	-0.951100051403046
M2	S	-0.81276261806488	-1.87371408939362	-1.28894305229187
M4	S	-0.836970567703247	-1.42617428302765	-1.34243202209473
M6	S	-0.977971971035004	-1.63417160511017	-1.48597300052643
M0	S	0.680190026760101	0.677877068519592	-0.187897384166718
M2	S	0.790663361549377	0.303016752004623	-1.80465972423553
M4	S	0.575836002826691	0.706717729568481	-2.06570196151733
M6	S	0.441272407770157	0.07747832685709	-1.10527837276459
M0	S	-0.252378314733505	1.53913569450378	0.398717939853668
M2	S	-0.127655789256096	1.45413863658905	0.399027705192566
M4	S	-0.118582732975483	1.85672032833099	0.365213543176651
M6	S	-0.218476966023445	1.85924160480499	0.399929702281952
M0	S	1.35437977313995	0.723608076572418	0.261411190032959
M0	S	-1.67079091072083	-0.273418098688126	0.754464507102966
M2	S	-1.73856496810913	-0.278863191604614	0.568339467048645
M4	S	-1.34212911128998	-0.881810188293457	0.955682933330536
M6	S	-1.43511188030243	-0.45573565363884	0.422664701938629
