threshold	specificity	sensitivity
1.25244227740928	0.65979381443299	0.942857142857143
1.25459797966586	0.670103092783505	0.942857142857143
1.25609569522269	0.680412371134021	0.942857142857143
1.25677318931996	0.690721649484536	0.942857142857143
1.25725272462746	0.701030927835051	0.942857142857143
1.26224960927232	0.711340206185567	0.942857142857143
1.27037084705771	0.721649484536082	0.942857142857143
1.27386153044107	0.731958762886598	0.942857142857143
1.27524431987367	0.731958762886598	0.914285714285714
1.27802877273281	0.742268041237113	0.914285714285714
1.28623427777307	0.742268041237113	0.885714285714286
1.29299445626797	0.752577319587629	0.885714285714286
1.29394378950828	0.762886597938144	0.885714285714286
1.29698989665433	0.762886597938144	0.857142857142857
1.3007466053709	0.762886597938144	0.828571428571429
1.3070277594055	0.77319587628866	0.828571428571429
1.31375277834111	0.77319587628866	0.8
1.31559290524658	0.783505154639175	0.8
1.31629925618672	0.793814432989691	0.8
1.31736110121656	0.793814432989691	0.771428571428571
1.32041411250084	0.804123711340206	0.771428571428571
1.32746121600934	0.814432989690722	0.771428571428571
1.33295243376617	0.824742268041237	0.771428571428571
1.33439355753455	0.835051546391753	0.771428571428571
1.33519065495912	0.835051546391753	0.742857142857143
1.34103196899618	0.845360824742268	0.742857142857143
1.34843654641716	0.855670103092783	0.742857142857143
1.35134993870119	0.865979381443299	0.742857142857143
1.35851847833612	0.876288659793814	0.742857142857143
1.36537424030131	0.876288659793814	0.714285714285714
1.36673400396706	0.876288659793814	0.685714285714286
1.37051158755137	0.88659793814433	0.685714285714286
1.37360939565931	0.896907216494845	0.685714285714286
1.37626905274597	0.896907216494845	0.657142857142857
1.37901809188894	0.896907216494845	0.628571428571429
1.38171532270373	0.907216494845361	0.628571428571429
1.38491579420964	0.907216494845361	0.6
1.38607607413644	0.907216494845361	0.571428571428571
1.38791749359988	0.907216494845361	0.542857142857143
1.39077275733931	0.917525773195876	0.542857142857143
1.39307317104139	0.917525773195876	0.514285714285714
1.39588750938237	0.927835051546392	0.514285714285714
1.39833473152263	0.938144329896907	0.514285714285714
1.39909598967952	0.948453608247423	0.514285714285714
1.40015576772181	0.948453608247423	0.485714285714286
1.40185472386773	0.958762886597938	0.485714285714286
1.40637955331675	0.958762886597938	0.457142857142857
1.41046885058692	0.969072164948454	0.457142857142857
1.41417466284103	0.969072164948454	0.428571428571429
1.42069216272395	0.969072164948454	0.4
1.42804283964978	0.979381443298969	0.4
1.44119796936654	0.989690721649485	0.4
1.45487238019087	0.989690721649485	0.371428571428571
1.47383759919299	1	0.371428571428571
1.49616326163921	1	0.342857142857143
1.5088666720019	1	0.314285714285714
1.51591255554658	1	0.285714285714286
1.52142985840925	1	0.257142857142857
1.5253913235818	1	0.228571428571429
1.52934298299859	1	0.2
1.54925484613448	1	0.171428571428571
1.57743384526588	1	0.142857142857143
1.60271250205111	1	0.114285714285714
1.61850766166976	1	0.0857142857142857
1.65126479896006	1	0.0571428571428571
1.70193966744944	1	0.0285714285714286
Inf	1	0
